date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:25:24	25738/25738	---M--	200	added ('OK')	image/jpeg	etag:%22ERPRjVqgNaZiYQfMxYSwjdY8DClmCguShEEVU2TZklg%22	https://bestfriends.org/sites/default/files/styles/image_mobile/public/image/AnchovyAdobadaLidiaShapiro_LF_794A1262.jpg?h=6865d7cb&itok=BAq8AkDZ	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/image_mobile/public/image/AnchovyAdobadaLidiaShapiro_LF_794A126255a8.jpg	(from https://bestfriends.org/es)
22:25:25	7191103/7191103	---M--	200	added ('OK')	image/jpeg	etag:%22mmabF9YnQQqDFtEj1cbg+WhiX0PBUKgBOsly2nYaEKg%22	https://bestfriends.org/sites/default/files/2022-11/LA_Strut_2022_LF_794A3094.jpg	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/2022-11/LA_Strut_2022_LF_794A3094.jpg	(from https://bestfriends.org/es)
22:25:26	158594/158594	---M-Z	200	added ('OK')	text/html	etag:W/%221677122724%22	https://bestfriends.org/es/la-red-de-socios	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/la-red-de-socios.html	(from https://bestfriends.org/es)
22:25:26	130369/130369	---M--	200	added ('OK')	image/jpeg	etag:%22F2r/4X+/P12nsbojG7XiDpsfZZcwGWsB1gl6LwVy3IE%22	https://bestfriends.org/sites/default/files/styles/hero_desk/public/2022-11/banner-es-rev.jpg?itok=OfNZjeas	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/hero_desk/public/2022-11/banner-es-rev2ea0.jpg	(from https://bestfriends.org/es)
22:25:30	109204/109204	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2003:25:29%20GMT	https://bestfriends.org/es/cuidado-de-mascotas/informa	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/cuidado-de-mascotas/informa.html	(from https://bestfriends.org/es)
22:25:30	22965/22965	---M--	200	added ('OK')	image/png	etag:%22C6DRv/E49VAzquITcW5krxHtf/vEaxngzTkljXALL/k%22	https://bestfriends.org/sites/default/files/styles/impact_icon/public/impact-image/stevens_toons.png?itok=4Tdqw68j	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/impact_icon/public/impact-image/stevens_toons9cbd.png	(from https://bestfriends.org/es)
22:25:30	3995/3995	---M--	200	added ('OK')	image/png	etag:%22e58Mz0ijpbF/wtp7Kym6asloFZiDlsd06zn2EainrKg%22	https://bestfriends.org/sites/default/files/styles/impact_icon/public/impact-image/together-orange.png?itok=tsMuf3ig	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/impact_icon/public/impact-image/together-orange6d2a.png	(from https://bestfriends.org/es)
22:25:30	11204/11204	---M--	200	added ('OK')	image/png	etag:%222aFV9IlDG6Tv2QZ+CZCWjc0kHjk7yBlx31tGzZn6b2w%22	https://bestfriends.org/sites/default/files/styles/impact_icon/public/impact-image/dog_tag.png?itok=wiU1ao3Y	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/impact_icon/public/impact-image/dog_tage640.png	(from https://bestfriends.org/es)
22:25:32	7813737/7813737	---M--	200	added ('OK')	image/jpeg	etag:%226C8su+ywG58XKG9WWPhIpAsX3Z5TSZ63nSQ0Sz0vHpY%22	https://bestfriends.org/sites/default/files/2022-11/Sushi_Rowan_NickLaresBeatricePerez_LF_794A1717%20(1).jpg	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/2022-11/Sushi_Rowan_NickLaresBeatricePerez_LF_794A1717%20(1).jpg	(from https://bestfriends.org/es)
22:25:33	92437/92437	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2003:25:32%20GMT	https://bestfriends.org/es/historias/feature/haz-encontrado-gatitos	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/historias/feature/haz-encontrado-gatitos.html	(from https://bestfriends.org/es)
22:25:33	21575/21575	---M--	200	added ('OK')	image/jpeg	etag:%22J0asczxmolP3IU6EfgWUyyQvoDtKXtrmNbN/eY0+4GU%22	https://bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/Litter-H29292LF_1124x554.jpg?h=7a12350d&itok=I5gqY2QY	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/Litter-H29292LF_1124x554bfc3.jpg	(from https://bestfriends.org/es)
22:25:35	92577/92577	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2003:25:35%20GMT	https://bestfriends.org/es/historias/articulos/lo-que-debes-saber-sobre-los-gatos-comunitarios	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/historias/articulos/lo-que-debes-saber-sobre-los-gatos-comunitarios.html	(from https://bestfriends.org/es)
22:25:35	20279/20279	---M--	200	added ('OK')	image/jpeg	etag:%227vdhddqFGdB7fc3TJ0EAKXdq9ks0bdF39MRACnKdShg%22	https://bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/ClubMedForCatsColony_bySaraMally0035_1124x554.jpg?h=5c78e16c&itok=Ol8PDtzh	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/ClubMedForCatsColony_bySaraMally0035_1124x55462a3.jpg	(from https://bestfriends.org/es)
22:25:37	104867/104867	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2003:25:37%20GMT	https://bestfriends.org/es/historias/articulos/8-razones-para-cuidar-gatitos-temporalmente	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/historias/articulos/8-razones-para-cuidar-gatitos-temporalmente.html	(from https://bestfriends.org/es)
22:25:37	22417/22417	---M--	200	added ('OK')	image/jpeg	etag:%22IHdD4xGCVc2pBN1X3AyU5Pm8urIoUeBZHq7acd8OsxE%22	https://bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/FirstKittensFoster1501sak_1124x554.jpg?h=5c78e16c&itok=IC3Sr6C7	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/FirstKittensFoster1501sak_1124x55487b7.jpg	(from https://bestfriends.org/es)
22:25:39	107577/107577	---M-Z	200	added ('OK')	text/html	etag:W/%221677122737%22	https://bestfriends.org/es/historias/articulos/nuevo-voluntario-para-el-cuidado-temporal-de-gatitos-descubre-el-ronroneo	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/historias/articulos/nuevo-voluntario-para-el-cuidado-temporal-de-gatitos-descubre-el-ronroneo.html	(from https://bestfriends.org/es)
22:25:39	29957/29957	---M--	200	added ('OK')	image/jpeg	etag:%22wNqEuAG0ul0PM6URgLqDqVFsvjspo7oyvaRDN72IOBw%22	https://bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/Ramandeep-with-Cupid_1124x554.jpg?h=5c78e16c&itok=cUOPVxLu	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/Ramandeep-with-Cupid_1124x5547a0d.jpg	(from https://bestfriends.org/es)
22:25:41	105307/105307	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2003:25:41%20GMT	https://bestfriends.org/es/historias/articulos/perra-sobreviviente-comienza-una-nueva-vida-con-una-familia-amorosa	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/historias/articulos/perra-sobreviviente-comienza-una-nueva-vida-con-una-familia-amorosa.html	(from https://bestfriends.org/es)
22:25:42	26524/26524	---M--	200	added ('OK')	image/jpeg	etag:%22j+aDDeB+8FXP6tL9Jbi6ThbCyNlaKODv0D1+dyPAVwE%22	https://bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/JasonKimBellaAdoption9673MW-1124x554.jpg?h=5c78e16c&itok=0DfoeHrC	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/JasonKimBellaAdoption9673MW-1124x554bd8b.jpg	(from https://bestfriends.org/es)
22:25:44	96582/96582	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2003:25:44%20GMT	https://bestfriends.org/es/historias/articulos/bounty-te-ayuda-adoptar-una-mascota-y-absorbe-todos-los-costos	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/historias/articulos/bounty-te-ayuda-adoptar-una-mascota-y-absorbe-todos-los-costos.html	(from https://bestfriends.org/es)
22:25:44	26791/26791	---M--	200	added ('OK')	image/jpeg	etag:%22EQ5aDoymK9FqJPOOAp508YRViCOiuKd/8luc1/a9R1I%22	https://bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/Dog-1124x554.jpg?h=5c78e16c&itok=bNFOdYDI	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/three_col_rect_470x350_/public/story_images/Dog-1124x554a98d.jpg	(from https://bestfriends.org/es)
22:25:44	2816/2816	---M--	200	added ('OK')	image/jpeg	etag:%22Z8HzszXDDYrFiPMXtGe0YHtwQyFW5NlQq5F4iEFYJO4%22	https://bestfriends.org/sites/default/files/inline-images/Faceboo-s%5B1%5D.jpg	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/inline-images/Faceboo-s[1].jpg	(from https://bestfriends.org/es)
22:25:44	3195/3195	---M--	200	added ('OK')	image/jpeg	etag:%22bve7lMPfZOfiE/tdOYaBn2hH0KWkm/eVozO+5ndRSJc%22	https://bestfriends.org/sites/default/files/inline-images/instagram-s_0%5B1%5D.jpg	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/inline-images/instagram-s_0[1].jpg	(from https://bestfriends.org/es)
22:25:45	8125640/8125640	---M--	200	added ('OK')	image/jpeg	etag:%22BgtoXPVwzpQ/XVtELyR2JETZ6gp5GRDKLOOtF6t7Z5M%22	https://bestfriends.org/sites/default/files/2022-11/GregMacyOTatoe_MirichFamily_LF_794A9567.jpg	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/2022-11/GregMacyOTatoe_MirichFamily_LF_794A9567.jpg	(from https://bestfriends.org/es)
22:25:47	97504/97504	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2003:25:47%20GMT	https://bestfriends.org/es/medios-de-comunicacion/comunicados-de-prensa	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/medios-de-comunicacion/comunicados-de-prensa.html	(from https://bestfriends.org/es)
22:25:47	179171/179171	---M-Z	200	added ('OK')	text/html	etag:W/%221677121262%22	https://bestfriends.org/new-york-city	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/new-york-city.html	(from https://bestfriends.org/es)
22:25:47	188277/188277	---M-Z	200	added ('OK')	text/html	etag:W/%221677121269%22	https://bestfriends.org/northwest-arkansas	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/northwest-arkansas.html	(from https://bestfriends.org/es)
22:25:47	98762/98762	---M-Z	200	added ('OK')	text/html	etag:W/%221677121909%22	https://bestfriends.org/nkla	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/nkla.html	(from https://bestfriends.org/es)
22:25:48	143537/143537	---M-Z	200	added ('OK')	text/html	etag:W/%221677119879%22	https://bestfriends.org/resqwalk	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/resqwalk.html	(from https://bestfriends.org/es)
22:25:48	5074/5074	---M--	200	added ('OK')	image/png	etag:%22+FQ83h3Ky/Fv9advu7qWPjWyA4TBmOX/Pn5r45tDKVY%22	https://bestfriends.org/sites/default/files/styles/large/public/2021-04/rqwSm.png?itok=RkLxuN05	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/large/public/2021-04/rqwSmb4d2.png	(from https://bestfriends.org/es)
22:25:48	143022/143022	---M-Z	200	added ('OK')	text/html	etag:W/%221677117489%22	https://bestfriends.org/sanctuary/explore-sanctuary/dogtown/series	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sanctuary/explore-sanctuary/dogtown/series.html	(from https://bestfriends.org/es)
22:25:48	143444/143444	---M-Z	200	added ('OK')	text/html	etag:W/%221677117135%22	https://bestfriends.org/champions	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/champions.html	(from https://bestfriends.org/es)
22:25:49	159265/159265	---M-Z	200	added ('OK')	text/html	etag:W/%221677116702%22	https://bestfriends.org/who-we-are/awards	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/who-we-are/awards.html	(from https://bestfriends.org/es)
22:25:49	44877/44877	---M--	200	added ('OK')	image/png	etag:%22PBWgfvsp7mCFVSEfvFQmP5tC++2BcT+AHirNiIdDNmU%22	https://bestfriends.org/sites/default/files/styles/large/public/2023-01/top-workplaces.png?itok=L-Iulrsy	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/large/public/2023-01/top-workplaces131f.png	(from https://bestfriends.org/es)
22:25:49	51826/51826	---M--	200	added ('OK')	image/png	etag:%22Q989fCPa+G+OSiwAkNGFL4LsyCdTR3EQajSV5BWorKM%22	https://bestfriends.org/sites/default/files/styles/large/public/2023-01/nonprofit-industry-top-wp-2022.png?itok=H6coGezQ	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/large/public/2023-01/nonprofit-industry-top-wp-2022d1a5.png	(from https://bestfriends.org/es)
22:25:49	54360/54360	---M--	200	added ('OK')	image/png	etag:%22I/WORRVaTSFqLQpVkb+rOc5Dxd8imgOtgagaOPE8zjQ%22	https://bestfriends.org/sites/default/files/styles/large/public/2023-01/top-wp-woman-led.png?itok=BsLzF74a	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/large/public/2023-01/top-wp-woman-ledd739.png	(from https://bestfriends.org/es)
22:25:50	99987/99987	---M--	200	added ('OK')	image/png	etag:%22U+qW7FWUxed9CYRxCqf66eyXgNOv1kgQaM7GTo5d00Y%22	https://bestfriends.org/sites/default/files/styles/large/public/2023-02/Great-nonprofits_0.png?itok=VdlxG4E_	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/large/public/2023-02/Great-nonprofits_064fc.png	(from https://bestfriends.org/es)
22:25:52	147051/147051	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2003:25:52%20GMT	https://bestfriends.org/stories/julie-castle-blog/best-friends-recognized-fast-companys-2022-brands-matter	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/stories/julie-castle-blog/best-friends-recognized-fast-companys-2022-brands-matter.html	(from https://bestfriends.org/es)
